1	0	0	0	0	0.186542861560163	0.0428068707707945	0	0	0	0.0469915440175058
0	1	0	0	0.0247620318678857	0.064806866334184	0.404615764584485	0	0.0271002440898368	0	0
0	0	1	0	0	0.0482841423118888	0.26088744186507	0	0	0	0
0	0	0	1	0	0.158384465049914	0.244612731961694	0	0	0	0
0	0.0247620318678857	0	0	1	0	0.00595233519905485	0.0292069364470103	0	0.0613976250346908	0
0.186542861560163	0.064806866334184	0.0482841423118888	0.158384465049914	0	1	0.0535319826112161	0	0	0	0
0.0428068707707945	0.404615764584485	0.26088744186507	0.244612731961694	0.00595233519905485	0.0535319826112161	1	0.0487453369719049	0	0.14022783683162	0.0445844153286775
0	0	0	0	0.0292069364470103	0	0.0487453369719049	1	0	0	0
0	0.0271002440898368	0	0	0	0	0	0	1	0	0
0	0	0	0	0.0613976250346908	0	0.14022783683162	0	0	1	0
0.0469915440175058	0	0	0	0	0	0.0445844153286775	0	0	0	1
