1	0	0.278226326379169	0	0.346139259924427	0	0.0716649159824116	0	0	0	0.0242026961671382
0	1	0.208047777562277	0	0.413348100756359	0	0.0118150156058161	0	0	0	0.12723296484695
0.278226326379169	0.208047777562277	1	0	0	0	0	0	0	0.0743770402407162	0
0	0	0	1	0.158262783339088	0	0	0	0	0	0
0.346139259924427	0.413348100756359	0	0.158262783339088	1	0.0950515629387641	0	0.108833026204653	0.0833515917516856	0.118395698135147	0
0	0	0	0	0.0950515629387641	1	0	0	0	0	0
0.0716649159824116	0.0118150156058161	0	0	0	0	1	0	0	0	0
0	0	0	0	0.108833026204653	0	0	1	0	0	0
0	0	0	0	0.0833515917516856	0	0	0	1	0	0
0	0	0.0743770402407162	0	0.118395698135147	0	0	0	0	1	0
0.0242026961671382	0.12723296484695	0	0	0	0	0	0	0	0	1
