Network,Metric,r,p,Stat,Df,confInt1,confInt2
CON,Lp,-0.583,0.047,-2.269,10,-0.866853740559065,-0.01363728921712
VAN,sigma,0.951,0.049,4.340,2,-0.119303830086189,0.998999704214034
