Network,Metric,r,p,Stat,Df,confInt1,confInt2
CON,E.global,-0.5227261819913752,0.005151858118707286,-3.065840413355711,25,-0.7531349700910799,-0.17808824352922553
CON,E.local,-0.4763678273439309,0.012006567756314993,-2.708956177476839,25,-0.7251165371223077,-0.11765197889529436
CON,density,-0.5186404124025246,0.00557697902662695,-3.0330115819892347,25,-0.7506987176049139,-0.17265515455077535
CON,strength,-0.42537844006415987,0.02696534651664443,-2.350116693904023,25,-0.693317764070744,-0.05411160085675245
CON,Cp,-0.39164978523138216,0.0433523192412761,-2.1282668757637335,25,-0.6716939381823096,-0.013670420748270387
CON,Lp,-0.3945954741027866,0.04166457895913268,-2.147213092848853,25,-0.6736016640012381,-0.017153742692712602
CON,sigma,0.235921085422628,0.23614061637803593,1.2138702945528561,25,-0.1582835216321699,0.565257818377979
DAN,E.global,-0.27367283486490496,0.16718846558823275,-1.4226779761559825,25,-0.5921078778710684,0.1186842316541192
DAN,E.local,0.16686616908413118,0.40547119333721093,0.8461948746620268,25,-0.22757891112592663,0.5142695447200755
DAN,density,0.008622872923894465,0.9659516171166794,0.04311596757024746,25,-0.3726120726877606,0.3873675082210875
DAN,strength,0.07416903918268387,0.7131235105201681,0.37186944198483496,25,-0.3147152615132914,0.4417326506854428
DAN,Cp,0.25418229334650816,0.2007530194300541,1.3140703634417705,25,-0.13928566816365529,0.5783334040242526
DAN,Lp,-0.22246853789706228,0.2647091113742878,-1.1409346606782342,25,-0.5555183433928975,0.17209449467559196
DAN,sigma,-0.2275798827304605,0.2536024862098083,-1.168563196328314,25,-0.5592296888880519,0.16686517294044773
DMN,E.global,0.06085383958540673,0.7630158122766462,0.3048341508018787,25,-0.3267155236774927,0.4309030395320571
DMN,E.local,0.357306403634724,0.06729464824582282,1.9128013456246071,25,-0.026275253542871177,0.6491745279936839
DMN,density,-0.0843505708739347,0.6757236952976751,-0.42326129836024073,25,-0.4499419206888913,0.3054545559543413
DMN,strength,0.15021237424791514,0.45454957393324513,0.7596814043630264,25,-0.24371343699709064,0.5015939527807607
DMN,Cp,-0.11302627404958086,0.5745826560583084,-0.5687760877299255,25,-0.47273551098374933,0.2789698842603354
DMN,Lp,0.33348175486003956,0.08915351157106426,1.7686525414245664,25,-0.05328488293874573,0.6332459079360888
DMN,sigma,0.37311169838254393,0.055253104111629134,2.010762855202236,25,-0.00804261033638369,0.6596022124935392
FPN,E.global,0.3002867526482372,0.12804070533016315,1.5740791292500684,25,-0.08999706235645386,0.6106208445116155
FPN,E.local,0.0046105499871366435,0.9817910197880106,0.0230529949577154,25,-0.3760623046175646,0.38395180409945723
FPN,density,0.08648278340207312,0.6679822065319063,0.4340401154153177,25,-0.3035057990086946,0.45165331416051985
FPN,strength,-0.2407120962600922,0.22648079121149042,-1.2400213724953382,25,-0.5687044178870281,0.1533273271210265
FPN,Cp,0.04529750092480509,0.8224849286733246,0.2267202235481076,25,-0.3405790853255785,0.4181141818037243
FPN,Lp,0.31744590752600865,0.10663704205819538,1.673804777300239,25,-0.07115131772401069,0.6223797860345401
FPN,sigma,0.1801063040872954,0.3686746076116889,0.915502595413537,25,-0.21459518058457602,0.5242397738124258
SAL,E.global,-0.2509603404259668,0.20671609091399673,-1.2962862726178983,25,-0.5760384237432179,0.14265876883769546
SAL,E.local,-0.3538275567207228,0.07019834438033135,-1.8914974772982411,25,-0.6468645013868386,0.030254397683749913
SAL,density,0.07539215014958872,0.7085942645675432,0.37803665748536575,25,-0.3136066687020389,0.4427220969434335
SAL,strength,0.008333374363853157,0.9670941156406339,0.04166831867525348,25,-0.37286136836026446,0.38712140467520184
SAL,Cp,-0.3651475620512025,0.061090265275764714,-1.9611563340562514,25,-0.654361551354009,0.017261650700484014
SAL,Lp,0.1424611745794554,0.4784172187843948,0.7196459806221271,25,-0.25114932133314277,0.49564242929650143
SAL,sigma,-0.545961046149635,0.0032203716269094606,-3.2582607070025444,25,-0.7668702722431244,-0.2093897660285464
SUB,E.global,-0.3061135361200782,0.12044819925250283,-1.6077475839648834,25,-0.6146292659097726,0.08362874588032465
SUB,E.local,-0.5055850393987288,0.007139662023081162,-2.9299875271051756,25,-0.7428715566903793,-0.15543463248025782
SUB,density,-0.4359243325988005,0.02302662343873218,-2.4218467327086417,25,-0.6999812675133245,-0.06701127613054488
SUB,strength,-0.24168003945579428,0.2245618005781264,-1.2453163607433433,25,-0.5693993496595694,0.15232359836662712
SUB,Cp,-0.4193770667818531,0.029439694522514312,-2.309822978493761,25,-0.6895051829842638,-0.04682566738223947
SUB,Lp,0.3789719755258315,0.05124370662128155,2.047593680903104,25,-0.001217299239567732,0.663440757316381
SUB,sigma,0.2726586295860138,0.1688304851358725,1.4169813797383726,25,-0.11976464012296936,0.5913956726665237
VAN,E.global,-0.4983006878636239,0.008161455390932775,-2.8736921972886806,25,-0.7384759470166685,-0.14591791685416483
VAN,E.local,-0.44215244553752986,0.020929767826293213,-2.46478296429378,25,-0.7038950723131656,-0.07468783652512156
VAN,density,-0.48432378684646904,0.010467226825315368,-2.7679161555862173,25,-0.729984288253635,-0.12783846536194887
VAN,strength,-0.12092781790538888,0.5479479235435483,-0.6091091569522408,25,-0.4789327823149455,0.2715657509804963
VAN,Cp,-0.4577668034889571,0.016350736967780857,-2.5744070745405905,25,-0.7136379048148249,-0.09412695333109694
VAN,Lp,-0.2580685119892245,0.19371865191298798,-1.3355832818776696,25,-0.5810947278289913,0.13520495494221085
VAN,sigma,0.007399594665057934,0.9713816999362714,0.03625145493531432,24,-0.38104451205821843,0.39362331179834664
