Network,Metric,r,p,Stat,Df,confInt1,confInt2
CON,E.global,-0.05407709428393486,0.8674371818616029,-0.17125737724223886,10,-0.6090760767597905,0.5364739553731648
CON,E.local,0.6512044321801961,0.021801852356946694,2.7135101228826204,10,0.12343315026292784,0.8918116936529736
CON,density,0.1672218796207055,0.6034396717600538,0.5363542639942055,10,-0.4498514935944269,0.67622675408154
CON,strength,-0.03441050898535069,0.9154514398630418,-0.1088800644563376,10,-0.5965316713571512,0.5503597481327018
CON,Cp,0.6086627204097443,0.035701098493224163,2.4258759736775404,10,0.053422118048883284,0.8764198955897645
CON,Lp,-0.40697104975615406,0.1891894880687808,-1.4089091453471185,10,-0.795155159417591,0.21780029731845782
CON,sigma,0.20792988029224563,0.5166710196388686,0.672224328895606,10,-0.4155611916759439,0.6984808707912756
DAN,E.global,0.2921314546467838,0.356854706151404,0.9659366945186255,10,-0.33852557006342987,0.7416859291748683
DAN,E.local,0.11897363855467628,0.7126691446259008,0.3789189842902712,10,-0.48826639982539394,0.6485900682220554
DAN,density,0.1833045187979097,0.5685072525886024,0.589650720365702,10,-0.4365182798600555,0.6851311848964259
DAN,strength,-0.13648928729991233,0.672312990276078,-0.4356944501567937,10,-0.658787168180261,0.47458743899697037
DAN,Cp,0.09383487063824507,0.7717678706732284,0.29804696553799104,10,-0.5073907446302115,0.6336150596031105
DAN,Lp,-0.13747965374201845,0.6700536120110265,-0.43891652971931394,10,-0.6593580549944745,0.4738050878494682
DAN,sigma,-0.07369130802835516,0.8199569664856368,-0.2336676963781828,10,-0.6213164812727643,0.522299155492633
DMN,E.global,-0.13377994611522107,0.6785066430085708,-0.4268865918682711,10,-0.6572223159765562,0.4767227913477997
DMN,E.local,-0.08413902687614819,0.7948811850554696,-0.2670178034652334,10,-0.6277291573989429,0.5146119256273715
DMN,density,-0.07747179027696416,0.8108642516049498,-0.24572582973891863,10,-0.6236453936234754,0.5195286882245471
DMN,strength,-0.026927291227217647,0.9337976419359101,-0.08518245910336125,10,-0.5916852318856544,0.5555597325430867
DMN,Cp,0.04532819878244688,0.8887551651805932,0.14348783450551542,10,-0.5426909405094968,0.6035296400501444
DMN,Lp,-0.19610354572281058,0.5413060006888686,-0.6324133085658584,10,-0.6921120103652035,0.42570914133855353
DMN,sigma,0.3333751447988631,0.289627378986003,1.118191762369318,10,-0.2974326321557083,0.7615697783479013
FPN,E.global,0.30029008086873904,0.34294922165586816,0.9955471807275842,10,-0.33058324934828104,0.7456829610282302
FPN,E.local,-0.15625609312797598,0.6277100589179009,-0.5002701836338318,10,-0.6700688661039859,0.4587875872930875
FPN,density,0.06420224951302216,0.8428674020904575,0.20344506537581805,10,-0.5291980808145134,0.6154279469774011
FPN,strength,-0.1630452143508359,0.6126420263669035,-0.5225871881417957,10,-0.6738896849547248,0.4532697167851072
FPN,Cp,-0.20000095093734782,0.5331333723629812,-0.6455004213866579,10,-0.6942194554710821,0.42238204422167114
FPN,Lp,0.48988043555041816,0.10594832058170786,1.7769630473895002,10,-0.116881663266121,0.8303381496023685
FPN,sigma,-0.4470881443164453,0.14505409567148544,-1.5805844672526472,10,-0.8125117513294952,0.17058225350849587
SAL,E.global,-0.1377703562538071,0.6693908913715596,-0.4398625617965111,10,-0.6595255133718773,0.4735752607884407
SAL,E.local,-0.042795429943184894,0.8949398747192381,-0.13545512847961194,10,-0.6019138228957813,0.5444787855631005
SAL,density,-0.04051555800119703,0.9005116469833228,-0.1282267299391479,10,-0.600455419082753,0.5460835635869957
SAL,strength,-0.13714617403110077,0.6708141187307104,-0.43783143032283606,10,-0.659165891137007,0.4740686317073652
SAL,Cp,-0.048267844890871575,0.881584066306764,-0.1528144437945102,10,-0.6053992994010701,0.5406091840086806
SAL,Lp,0.09152431929956871,0.7772611225367491,0.29064519425444,10,-0.5091192736907201,0.63221807809083
SAL,sigma,0.12908817055184452,0.6892753382439352,0.41165692209134247,10,-0.48040362531273484,0.6545017397039994
SUB,E.global,-0.028602840514314307,0.9296869239647486,-0.0904871459338985,10,-0.5927739449300778,0.5543993620087129
SUB,E.local,-0.011535125418576571,0.9716178129255919,-0.03647969647727017,10,-0.581586623205703,0.5661141828418786
SUB,density,-1.9853109195493856e-4,0.999511427416568,-6.278104493103837e-4,10,-0.5740347441259445,0.5737684595568663
SUB,strength,-0.12672448376207007,0.6947207966623,-0.40399503038772483,10,-0.6531259570901008,0.4822499085685329
SUB,Cp,0.037511344563830006,0.9078598980616196,0.11870483115781078,10,-0.5481916442027953,0.5985279586376375
SUB,Lp,-0.11563126671067665,0.7204510247009335,-0.368127494255394,10,-0.6466223938340798,0.4908431803275559
SUB,sigma,0.08105584702238297,0.8022637264368067,0.257167287450019,10,-0.5168905256791444,0.6258443838693845
VAN,E.global,-0.23712178679274729,0.4580504708812386,-0.7718583826948056,10,-0.7138759035345766,0.38982963054179653
VAN,E.local,0.3068543260147888,0.3319761695356075,1.01954500639344,10,-0.32412750376325833,0.7488757778469805
VAN,density,-0.09794749930618889,0.7620141503630038,-0.3112337304065162,10,-0.6360929161374961,0.5043020602126579
VAN,strength,-0.31576394049093875,0.3173923056178097,-1.052375100698889,10,-0.7531767906200157,0.3152701191783773
VAN,Cp,0.317732189206773,0.3410185088475883,1.0052902059040392,9,-0.34858251224555253,0.7707101545993043
VAN,Lp,-0.3196012346687116,0.31122189663631844,-1.0666092196455574,10,-0.7550177488361474,0.3114211444479687
VAN,sigma,0.3655023592693799,0.63449764073062,0.5553208109985418,2,-0.9180915533822523,0.9817283156056315
