Network,Metric,r,p,Stat,Df,confInt1,confInt2
CON,E.global,-0.3552926731855911,0.257070973425451,-1.2019555397564272,10,-0.7718182109286214,0.27460090254650826
CON,E.local,0.4127230262237151,0.18240580966568848,1.4328763043587902,10,-0.21120515271292079,0.7976834234438901
CON,density,-0.17038055557336498,0.5965152000066488,-0.5467855387040139,10,-0.6779874255678352,0.4472543406188091
CON,strength,0.23939373376384157,0.4536248454279108,0.779701160867007,10,-0.38778507382622474,0.7150550457276265
CON,Cp,0.5656828654235485,0.055236146150865945,2.169290143919487,10,-0.012169551634666381,0.8602934027105195
CON,Lp,-0.5829762644534148,0.046650289046149575,-2.2689936708613025,10,-0.8668537405590651,-0.01363728921711999
CON,sigma,0.23913453929626405,0.4541287141437068,0.7788057361592982,10,-0.38801863883133925,0.7149206602406736
DAN,E.global,0.34376680244813845,0.27391362005511183,1.1576382881383667,10,-0.2866967323217808,0.7664556658725714
DAN,E.local,0.40855449021113155,0.18730669266736252,1.415486697366799,10,-0.21599041792528673,0.7958525047262044
DAN,density,0.45748494436589054,0.13481093810095265,1.6269300097006951,10,-0.15786410693084124,0.8169066247678397
DAN,strength,0.41534836766681416,0.17936063084587583,1.4438838225979984,10,-0.20817596726767137,0.798832904354855
DAN,Cp,0.4829516899008647,0.11173954396302786,1.7441130310356614,10,-0.12582421718526007,0.8274982903645614
DAN,Lp,-0.4149824325559803,0.17978316878715553,-1.4423469293276305,10,-0.7986728509225027,0.2085989111064896
DAN,sigma,0.06032246671644031,0.8522680638646247,0.19110440112541555,10,-0.531996420115686,0.6130024529971335
DMN,E.global,-0.092175966882561,0.7757108947006095,-0.29273224006398757,10,-0.6326124267266457,0.5086322645991153
DMN,E.local,-0.29109531921625287,0.3586417226644608,-0.9621928975061684,10,-0.7411760158707295,0.33952784481089743
DMN,density,-0.14988621370182298,0.6419674078284754,-0.4793974568298091,10,-0.6664590619202369,0.4639219410325097
DMN,strength,0.08532221792328401,0.792052148263875,0.2708000401680902,10,-0.5137352462480707,0.6284507636428984
DMN,Cp,-0.45655479071340654,0.13570765018810346,-1.62274996703909,10,-0.8165151284113089,0.15901031730252776
DMN,Lp,0.036739063426339494,0.9097499770557996,0.11625760588420336,10,-0.5487323602471029,0.5980314223801563
DMN,sigma,0.12781193289396375,0.6922138701639915,0.40751911995708806,10,-0.4814011699836564,0.6537593381800872
FPN,E.global,0.0968942378090665,0.7645091509353774,0.3078550390676896,10,-0.5050945559228952,0.6354593821613428
FPN,E.local,0.29688111635780456,0.3487235748561909,0.9831462117665184,10,-0.33391273742157435,0.7440167485114753
FPN,density,0.22611776081850724,0.4797700447458012,0.7340592989480755,10,-0.3996456061628768,0.7081262904178807
FPN,strength,0.06168979631479717,0.8489529676782065,0.19545252935904753,10,-0.5310116916446783,0.6138584463256003
FPN,Cp,0.4080877870100002,0.18786041543179768,1.4135464407172162,10,-0.21652430817348473,0.7956470759175533
FPN,Lp,0.28028692968481406,0.37756270787315704,0.9233566800588185,10,-0.3498983249275492,0.7358257363291761
FPN,sigma,-0.020019045095239905,0.95076069677916,-0.06331846817727908,10,-0.5871746348333515,0.5603200680828544
SAL,E.global,-0.32764765716217437,0.2985011962236618,-1.096647843418389,10,-0.7588558936923944,0.3032824372950611
SAL,E.local,-0.04334246431591002,0.8936036182706089,-0.13718982751115094,10,-0.602263199584631,0.544093093157202
SAL,density,-0.2509381249780508,0.4314544283856594,-0.8197659729245311,10,-0.721005065754877,0.37729987984483054
SAL,strength,-0.03807431943218327,0.9064823506186476,-0.12048893506164772,10,-0.5988896505010661,0.5477971660641376
SAL,Cp,0.15165359577743356,0.6380001893316765,0.4851825429949005,10,-0.46250148856720524,0.6674630692628021
SAL,Lp,-0.15673225026997673,0.626648908368975,-0.5018329822311318,10,-0.6703377311841008,0.4584021304006612
SAL,sigma,0.3634901596365945,0.24546907204886137,1.2338549084400492,10,-0.26587500059110997,0.7755964666337403
SUB,E.global,-0.4037210365775218,0.19309049199939576,-1.395456270550742,10,-0.7937206339843067,0.22150166460738888
SUB,E.local,-0.29628622625511947,0.3497365278166782,-0.9809863931289099,10,-0.7437254107876949,0.33449214967782637
SUB,density,-0.3735683727840332,0.23163619809318053,-1.273526895949402,10,-0.7802014384131962,0.2550039141563545
SUB,strength,-0.3275342509394672,0.2986784227791095,-1.0962226464702465,10,-0.7588020062176545,0.30339778730079187
SUB,Cp,-0.15256510989786526,0.6359575200065044,-0.4881680158856806,10,-0.6679801465597406,0.461767666429249
SUB,Lp,-0.3886757454857019,0.21179177191487056,-1.333985784701743,10,-0.7870227729649966,0.23840484751712177
SUB,sigma,0.35571831839756934,0.25646083224640964,1.2036039565115884,10,-0.2741503592106359,0.7720151192574742
VAN,E.global,-0.023425497123727792,0.9423934747674256,-0.07409825987774726,10,-0.5894032181287409,0.5579775311363661
VAN,E.local,0.43120868289324266,0.16164118188993193,1.5113308139246724,10,-0.1896179448936603,0.8057181365646349
VAN,density,-0.003787117211495369,0.9906803194587783,-0.01197600203610707,10,-0.576435889615737,0.5713563042699729
VAN,strength,-0.38136496250259144,0.2212613901292964,-1.3045757920276515,10,-0.7837339002668133,0.24648350575169609
VAN,Cp,0.5417070960925443,0.08521182419947596,1.933362440616765,9,-0.0861691460595555,0.8615996564405909
VAN,Lp,0.14793534281680368,0.6463564949542684,0.4730172218893545,10,-0.46548620800787965,0.6653486391641147
VAN,sigma,0.9508037082607864,0.04919629173921357,4.340431376984742,2,-0.11930383008618861,0.9989997042140335
WB,E.global,-0.35056087339654124,0.26391067716960054,-1.1836877016695364,10,-0.7696238324744218,0.27959093056658085
WB,E.local,-0.24257441199019728,0.4474633273386729,-0.7907037489327932,10,-0.7167012856682508,0.3849123315665723
WB,density,-0.3246524241723637,0.30320180662241636,-1.0854354668362036,10,-0.7574306582960953,0.30632281614167756
WB,strength,-0.2010858513516758,0.5308677821881782,-0.6491490597545176,10,-0.6948045901452699,0.42145290384622136
WB,Cp,-0.1757860009290423,0.5847366728754437,-0.564677067075028,10,-0.6809870125692543,0.4427855344586427
WB,Lp,0.312537681929801,0.3226318621164658,1.0404519952474882,10,-0.3184902126803895,0.7516236591159017
WB,sigma,-0.21792634580936418,0.4962379285498414,-0.7061149330148874,10,-0.7038043604229418,0.40686063149829454
