Network,Metric,r,p,Stat,Df,confInt1,confInt2
SAL,Cp,-0.651,0.022,-2.714,10,-0.89,-0.12
SAL,strength,-0.579,0.048,-2.248,10,-0.87,-0.01
SAL,density,-0.578,0.049,-2.239,10,-0.86,-0.01
