1	0.606780833715969	0	0	0.0267548168128199	0	0	0.246369745983681	0.0541916995773672	0	0.190006479764625
0.606780833715969	1	0	0	0	0	0	0.083589823572901	0.239342049697881	0.0767612500544268	0
0	0	1	0.519456185571689	0.287094354219087	0.230538506805542	0.237217465527712	0	0.0240761419209631	0	0
0	0	0.519456185571689	1	0.386541686108015	0	0	0	0.153209317893372	0.0685640655854561	0
0.0267548168128199	0	0.287094354219087	0.386541686108015	1	0	0.118067121738624	0	0	0	0
0	0	0.230538506805542	0	0	1	0.324544029527957	0.205315130336049	0.412033694556903	0	0.125131420263223
0	0	0.237217465527712	0	0.118067121738624	0.324544029527957	1	0.103945610138296	0.107351724303763	0.131961038471886	0.217610678198081
0.246369745983681	0.083589823572901	0	0	0	0.205315130336049	0.103945610138296	1	0.398781084244363	0.256111668793767	0.295185241873075
0.0541916995773672	0.239342049697881	0.0240761419209631	0.153209317893372	0	0.412033694556903	0.107351724303763	0.398781084244363	1	0.431616054055254	0
0	0.0767612500544268	0	0.0685640655854561	0	0	0.131961038471886	0.256111668793767	0.431616054055254	1	0
0.190006479764625	0	0	0	0	0.125131420263223	0.217610678198081	0.295185241873075	0	0	1
