1	0	0	0.0667736350984108	0.080332715713452	0.23517173903937	0	0.285318088068405	0	0	0	0.0870389309398449	0.0926197648589225
0	1	0	0.16749178742021	0.281199287804147	0	0	0.0785825918682208	0	0	0.0692038055293624	0.0328388525833494	0.0502991521884469
0	0	1	0.132484426314322	0.0977597855992953	0	0	0.242324222588981	0	0	0	0	0
0.0667736350984108	0.16749178742021	0.132484426314322	1	0	0	0.499590769343992	0	0.142799141372273	0.141966086387423	0.0628387604647966	0	0.162700450526501
0.080332715713452	0.281199287804147	0.0977597855992953	0	1	0	0.106461295746569	0	0.132369948290871	0.0570537171126392	0	0	0.0186669623624283
0.23517173903937	0	0	0	0	1	0	0	0.023212284690689	0	0.010403273512526	0	0
0	0	0	0.499590769343992	0.106461295746569	0	1	0.233080841793973	0	0	0	0	0
0.285318088068405	0.0785825918682208	0.242324222588981	0	0	0	0.233080841793973	1	0.313551240408239	0.0873899050566725	0	0	0.221018265311495
0	0	0	0.142799141372273	0.132369948290871	0.023212284690689	0	0.313551240408239	1	0	0	0	0
0	0	0	0.141966086387423	0.0570537171126392	0	0	0.0873899050566725	0	1	0	0	0
0	0.0692038055293624	0	0.0628387604647966	0	0.010403273512526	0	0	0	0	1	0	0
0.0870389309398449	0.0328388525833494	0	0	0	0	0	0	0	0	0	1	0
0.0926197648589225	0.0502991521884469	0	0.162700450526501	0.0186669623624283	0	0	0.221018265311495	0	0	0	0	1
