1	0.159051442030324	0	0	0	0	0.0411942188806361	0.289715129548185	0	0	0	0	0
0.159051442030324	1	0	0.229484725346346	0	0	0	0	0.294912076446644	0.111923576246741	0.0919266408847191	0.038586052853596	0
0	0	1	0.141350793783156	0	0	0	0	0	0	0	0	0
0	0.229484725346346	0.141350793783156	1	0.047153046791122	0.0104932844165692	0	0.0207437537613759	0	0	0.0036455834956847	0	0.00152872577989659
0	0	0	0.047153046791122	1	0	0	0.11708559485568	0.175383464756546	0	0	0	0.0334751120446759
0	0	0	0.0104932844165692	0	1	0	0.0882487855428389	0	0	0	0.023002873686053	0
0.0411942188806361	0	0	0	0	0	1	0.0312411478174298	0.198580029177837	0.230921566076946	0.227935003979965	0	0.129985377661147
0.289715129548185	0	0	0.0207437537613759	0.11708559485568	0.0882487855428389	0.0312411478174298	1	0.0946518679947121	0.0761624343592058	0	0	0
0	0.294912076446644	0	0	0.175383464756546	0	0.198580029177837	0.0946518679947121	1	0	0	0	0
0	0.111923576246741	0	0	0	0	0.230921566076946	0.0761624343592058	0	1	0	0	0
0	0.0919266408847191	0	0.0036455834956847	0	0	0.227935003979965	0	0	0	1	0	0
0	0.038586052853596	0	0	0	0.023002873686053	0	0	0	0	0	1	0
0	0	0	0.00152872577989659	0.0334751120446759	0	0.129985377661147	0	0	0	0	0	1
