1	0	0	0	0	0	0	0	0.0419649447753971	0.000544673200467603	0.00263066542736094	0.0424870515760024	0.300871569289287	0.258059321528143
0	1	0	0	0	0	0	0	0	0	0	0	0.0288151001209423	0
0	0	1	0	0.0377238642740747	0	0	0	0	0	0.0773033879618668	0	0.259507652247511	0.29330308619345
0	0	0	1	0	0	0	0	0	0	0.134952865169964	0.25709168623404	0.285954201373833	0.125227263948184
0	0	0.0377238642740747	0	1	0.0493916709368618	0	0	0	0	0	0	0.00869314566821954	0.0357955213193885
0	0	0	0	0.0493916709368618	1	0	0	0.061809886956912	0	0	0.0880118258074502	0.125764771479112	0
0	0	0	0	0	0	1	0.0834594179855791	0	0	0.0497351233302655	0	0.172959892452663	0.156520881913933
0	0	0	0	0	0	0.0834594179855791	1	0	0	0	0	0	0
0.0419649447753971	0	0	0	0	0.061809886956912	0	0	1	0	0	0	0.169597051006025	0.0770242932918269
0.000544673200467603	0	0	0	0	0	0	0	0	1	0	0	0	0
0.00263066542736094	0	0.0773033879618668	0.134952865169964	0	0	0.0497351233302655	0	0	0	1	0	0	0
0.0424870515760024	0	0	0.25709168623404	0	0.0880118258074502	0	0	0	0	0	1	0	0
0.300871569289287	0.0288151001209423	0.259507652247511	0.285954201373833	0.00869314566821954	0.125764771479112	0.172959892452663	0	0.169597051006025	0	0	0	1	0
0.258059321528143	0	0.29330308619345	0.125227263948184	0.0357955213193885	0	0.156520881913933	0	0.0770242932918269	0	0	0	0	1
