1	0.0404204443771822	0	0.0397680481725353	0	0	0.0130650937489311	0	0	0	0	0	0
0.0404204443771822	1	0.0286617583069955	0.03778703544452	0.0399541332094161	0.00408435400855487	0	0.154778078593961	0.0338571959705699	0.0141393830907803	0	0	0.151501606654905
0	0.0286617583069955	1	0	0	0	0.296530344350426	0.181998706075601	0.147068464165459	0.429979831560245	0.146832049317082	0	0.200944735416825
0.0397680481725353	0.03778703544452	0	1	0	0	0.00895550867013935	0.237225606950534	0.148034305171696	0	0.0747494877493787	0.243570161871327	0
0	0.0399541332094161	0	0	1	0	0.0309861278549576	0.172324299458486	0.226048207651314	0	0.16695026942193	0	0.206678315714836
0	0.00408435400855487	0	0	0	1	0	0.139983215695624	0	0	0	0.18281244667538	0
0.0130650937489311	0	0.296530344350426	0.00895550867013935	0.0309861278549576	0	1	0	0	0.167492015410267	0.128911405936382	0	0
0	0.154778078593961	0.181998706075601	0.237225606950534	0.172324299458486	0.139983215695624	0	1	0.223128520438855	0.46574031347706	0.24563509203636	0.325757680208972	0.388436913773025
0	0.0338571959705699	0.147068464165459	0.148034305171696	0.226048207651314	0	0	0.223128520438855	1	0.255753623300613	0.165253558924123	0.0633913445731329	0.513527664051065
0	0.0141393830907803	0.429979831560245	0	0	0	0.167492015410267	0.46574031347706	0.255753623300613	1	0.282173342985215	0.253242453927723	0.490328359091913
0	0	0.146832049317082	0.0747494877493787	0.16695026942193	0	0.128911405936382	0.24563509203636	0.165253558924123	0.282173342985215	1	0	0.295283011319716
0	0	0	0.243570161871327	0	0.18281244667538	0	0.325757680208972	0.0633913445731329	0.253242453927723	0	1	0.292792971358007
0	0.151501606654905	0.200944735416825	0	0.206678315714836	0	0	0.388436913773025	0.513527664051065	0.490328359091913	0.295283011319716	0.292792971358007	1
