1	0	0	0	0	0.0519035097900916	0	0	0	0	0	0	0.403797261313293	0
0	1	0	0	0	0	0	0	0.0531973563569688	0	0	0	0.208729219437864	0
0	0	1	0	0	0	0	0.0375975455967104	0	0	0	0.0730366020825147	0	0.0462195230428726
0	0	0	1	0	0	0	0	0	0	0	0.0904816276589681	0.133492534861823	0.0744845424424116
0	0	0	0	1	0.126324175521085	0	0	0	0	0.116287912185677	0	0.032363944991032	0
0.0519035097900916	0	0	0	0.126324175521085	1	0	0	0.100559594433153	0	0	0.292345099372126	0.188830751968207	0.00604453140741553
0	0	0	0	0	0	1	0	0.059605839556013	0	0	0.150702211085815	0.453133916573592	0
0	0	0.0375975455967104	0	0	0	0	1	0	0	0	0.109458620152651	0.186598482805664	0
0	0.0531973563569688	0	0	0	0.100559594433153	0.059605839556013	0	1	0.0328923834773496	0	0.00930384742203659	0	0
0	0	0	0	0	0	0	0	0.0328923834773496	1	0	0	0.29300275826856	0
0	0	0	0	0.116287912185677	0	0	0	0	0	1	0.135449238284675	0.0257415763757632	0
0	0	0.0730366020825147	0.0904816276589681	0	0.292345099372126	0.150702211085815	0.109458620152651	0.00930384742203659	0	0.135449238284675	1	0	0
0.403797261313293	0.208729219437864	0	0.133492534861823	0.032363944991032	0.188830751968207	0.453133916573592	0.186598482805664	0	0.29300275826856	0.0257415763757632	0	1	0.0572319868828048
0	0	0.0462195230428726	0.0744845424424116	0	0.00604453140741553	0	0	0	0	0	0	0.0572319868828048	1
