1	0.0904806550364401	0	0.109542310052226	0	0.432595304571219	0.207420534089011	0	0	0.00487798174021831	0.0712940598475945
0.0904806550364401	1	0.0596808366856526	0.0828308767093595	0	0.103058590507053	0.0996238506192784	0.159224516354079	0.00263831007675288	0.276480250447215	0.136856732572964
0	0.0596808366856526	1	0.237069731421787	0.31524306896892	0	0	0.134618118209484	0.436723915722851	0.11811300918707	0
0.109542310052226	0.0828308767093595	0.237069731421787	1	0	0.11061419099012	0.148206283154842	0.132075910586644	0.109550500450516	0.396183948309091	0.0353657954032732
0	0	0.31524306896892	0	1	0	0	0	0.291718373116941	0.0176269932718208	0
0.432595304571219	0.103058590507053	0	0.11061419099012	0	1	0	0	0	0.23568650450178	0.0397678399193513
0.207420534089011	0.0996238506192784	0	0.148206283154842	0	0	1	0.27525779569715	0	0	0.211279819954015
0	0.159224516354079	0.134618118209484	0.132075910586644	0	0	0.27525779569715	1	0.142712827303442	0.0630722140505537	0
0	0.00263831007675288	0.436723915722851	0.109550500450516	0.291718373116941	0	0	0.142712827303442	1	0	0
0.00487798174021831	0.276480250447215	0.11811300918707	0.396183948309091	0.0176269932718208	0.23568650450178	0	0.0630722140505537	0	1	0.0851174134591147
0.0712940598475945	0.136856732572964	0	0.0353657954032732	0	0.0397678399193513	0.211279819954015	0	0	0.0851174134591147	1
